Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,SEXE,EDAT_Q
2018-01-01,1,Ciutat Vella,1,el Raval,..,1,0
2018-01-01,1,Ciutat Vella,1,el Raval,..,1,1
2018-01-01,1,Ciutat Vella,1,el Raval,..,1,2
2018-01-01,1,Ciutat Vella,1,el Raval,5,1,3
2018-01-01,1,Ciutat Vella,1,el Raval,101,1,4
2018-01-01,1,Ciutat Vella,1,el Raval,279,1,5
2018-01-01,1,Ciutat Vella,1,el Raval,298,1,6
2018-01-01,1,Ciutat Vella,1,el Raval,251,1,7
2018-01-01,1,Ciutat Vella,1,el Raval,189,1,8
2018-01-01,1,Ciutat Vella,1,el Raval,174,1,9
2018-01-01,1,Ciutat Vella,1,el Raval,146,1,10
2018-01-01,1,Ciutat Vella,1,el Raval,155,1,11
2018-01-01,1,Ciutat Vella,1,el Raval,164,1,12
2018-01-01,1,Ciutat Vella,1,el Raval,168,1,13
2018-01-01,1,Ciutat Vella,1,el Raval,199,1,14
2018-01-01,1,Ciutat Vella,1,el Raval,162,1,15
2018-01-01,1,Ciutat Vella,1,el Raval,243,1,16
2018-01-01,1,Ciutat Vella,1,el Raval,201,1,17
2018-01-01,1,Ciutat Vella,1,el Raval,129,1,18
2018-01-01,1,Ciutat Vella,1,el Raval,33,1,19
2018-01-01,1,Ciutat Vella,1,el Raval,..,2,0
2018-01-01,1,Ciutat Vella,1,el Raval,6,2,1
2018-01-01,1,Ciutat Vella,1,el Raval,..,2,2
2018-01-01,1,Ciutat Vella,1,el Raval,7,2,3
2018-01-01,1,Ciutat Vella,1,el Raval,90,2,4
2018-01-01,1,Ciutat Vella,1,el Raval,283,2,5
2018-01-01,1,Ciutat Vella,1,el Raval,374,2,6
2018-01-01,1,Ciutat Vella,1,el Raval,420,2,7
2018-01-01,1,Ciutat Vella,1,el Raval,339,2,8
2018-01-01,1,Ciutat Vella,1,el Raval,291,2,9
2018-01-01,1,Ciutat Vella,1,el Raval,249,2,10
2018-01-01,1,Ciutat Vella,1,el Raval,191,2,11
2018-01-01,1,Ciutat Vella,1,el Raval,190,2,12
2018-01-01,1,Ciutat Vella,1,el Raval,152,2,13
2018-01-01,1,Ciutat Vella,1,el Raval,150,2,14
2018-01-01,1,Ciutat Vella,1,el Raval,104,2,15
2018-01-01,1,Ciutat Vella,1,el Raval,106,2,16
2018-01-01,1,Ciutat Vella,1,el Raval,45,2,17
2018-01-01,1,Ciutat Vella,1,el Raval,30,2,18
2018-01-01,1,Ciutat Vella,1,el Raval,..,2,19
2018-01-01,1,Ciutat Vella,1,el Raval,..,2,20
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,0
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,2
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,3
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,56,1,4
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,158,1,5
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,133,1,6
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,123,1,7
