Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,SEXE,EDAT_Q
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,0
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,2
2022-01-01,1,Ciutat Vella,1,el Raval,8,1,3
2022-01-01,1,Ciutat Vella,1,el Raval,106,1,4
2022-01-01,1,Ciutat Vella,1,el Raval,245,1,5
2022-01-01,1,Ciutat Vella,1,el Raval,276,1,6
2022-01-01,1,Ciutat Vella,1,el Raval,248,1,7
2022-01-01,1,Ciutat Vella,1,el Raval,210,1,8
2022-01-01,1,Ciutat Vella,1,el Raval,186,1,9
2022-01-01,1,Ciutat Vella,1,el Raval,173,1,10
2022-01-01,1,Ciutat Vella,1,el Raval,173,1,11
2022-01-01,1,Ciutat Vella,1,el Raval,179,1,12
2022-01-01,1,Ciutat Vella,1,el Raval,176,1,13
2022-01-01,1,Ciutat Vella,1,el Raval,175,1,14
2022-01-01,1,Ciutat Vella,1,el Raval,187,1,15
2022-01-01,1,Ciutat Vella,1,el Raval,160,1,16
2022-01-01,1,Ciutat Vella,1,el Raval,206,1,17
2022-01-01,1,Ciutat Vella,1,el Raval,119,1,18
2022-01-01,1,Ciutat Vella,1,el Raval,40,1,19
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,20
2022-01-01,1,Ciutat Vella,1,el Raval,..,2,0
2022-01-01,1,Ciutat Vella,1,el Raval,..,2,2
2022-01-01,1,Ciutat Vella,1,el Raval,6,2,3
2022-01-01,1,Ciutat Vella,1,el Raval,96,2,4
2022-01-01,1,Ciutat Vella,1,el Raval,289,2,5
2022-01-01,1,Ciutat Vella,1,el Raval,377,2,6
2022-01-01,1,Ciutat Vella,1,el Raval,421,2,7
2022-01-01,1,Ciutat Vella,1,el Raval,392,2,8
2022-01-01,1,Ciutat Vella,1,el Raval,302,2,9
2022-01-01,1,Ciutat Vella,1,el Raval,299,2,10
2022-01-01,1,Ciutat Vella,1,el Raval,257,2,11
2022-01-01,1,Ciutat Vella,1,el Raval,192,2,12
2022-01-01,1,Ciutat Vella,1,el Raval,164,2,13
2022-01-01,1,Ciutat Vella,1,el Raval,133,2,14
2022-01-01,1,Ciutat Vella,1,el Raval,125,2,15
2022-01-01,1,Ciutat Vella,1,el Raval,79,2,16
2022-01-01,1,Ciutat Vella,1,el Raval,71,2,17
2022-01-01,1,Ciutat Vella,1,el Raval,18,2,18
2022-01-01,1,Ciutat Vella,1,el Raval,10,2,19
2022-01-01,1,Ciutat Vella,1,el Raval,..,2,20
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,0
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,1,3
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,75,1,4
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,166,1,5
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,158,1,6
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,102,1,7
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,1,8
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,76,1,9
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,1,10
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,1,11
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,96,1,12
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,77,1,13
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,70,1,14
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,69,1,15
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,1,16
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,1,17
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,1,18
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,1,19
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,0
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,2,3
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,51,2,4
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,150,2,5
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,178,2,6
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,134,2,7
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,146,2,8
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,116,2,9
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,116,2,10
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,113,2,11
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,2,12
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,89,2,13
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,2,14
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,2,15
