Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_G,EDAT_Q,SEXE
2022-01-01,1,Ciutat Vella,1,el Raval,389,1,0,1
2022-01-01,1,Ciutat Vella,1,el Raval,416,1,0,2
2022-01-01,1,Ciutat Vella,1,el Raval,538,1,1,1
2022-01-01,1,Ciutat Vella,1,el Raval,555,1,1,2
2022-01-01,1,Ciutat Vella,1,el Raval,591,1,2,1
2022-01-01,1,Ciutat Vella,1,el Raval,648,1,2,2
2022-01-01,1,Ciutat Vella,1,el Raval,558,1,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,594,1,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,559,1,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,562,1,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,627,1,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,680,1,5,2
2022-01-01,1,Ciutat Vella,1,el Raval,655,1,6,1
2022-01-01,1,Ciutat Vella,1,el Raval,773,1,6,2
2022-01-01,1,Ciutat Vella,1,el Raval,626,1,7,1
2022-01-01,1,Ciutat Vella,1,el Raval,718,1,7,2
2022-01-01,1,Ciutat Vella,1,el Raval,698,1,8,1
2022-01-01,1,Ciutat Vella,1,el Raval,902,1,8,2
2022-01-01,1,Ciutat Vella,1,el Raval,850,1,9,1
2022-01-01,1,Ciutat Vella,1,el Raval,979,1,9,2
2022-01-01,1,Ciutat Vella,1,el Raval,833,1,10,1
2022-01-01,1,Ciutat Vella,1,el Raval,985,1,10,2
2022-01-01,1,Ciutat Vella,1,el Raval,801,1,11,1
2022-01-01,1,Ciutat Vella,1,el Raval,840,1,11,2
2022-01-01,1,Ciutat Vella,1,el Raval,731,1,12,1
2022-01-01,1,Ciutat Vella,1,el Raval,729,1,12,2
2022-01-01,1,Ciutat Vella,1,el Raval,605,1,13,1
2022-01-01,1,Ciutat Vella,1,el Raval,548,1,13,2
2022-01-01,1,Ciutat Vella,1,el Raval,536,1,14,1
2022-01-01,1,Ciutat Vella,1,el Raval,433,1,14,2
2022-01-01,1,Ciutat Vella,1,el Raval,443,1,15,1
2022-01-01,1,Ciutat Vella,1,el Raval,389,1,15,2
2022-01-01,1,Ciutat Vella,1,el Raval,370,1,16,1
2022-01-01,1,Ciutat Vella,1,el Raval,249,1,16,2
2022-01-01,1,Ciutat Vella,1,el Raval,392,1,17,1
2022-01-01,1,Ciutat Vella,1,el Raval,186,1,17,2
2022-01-01,1,Ciutat Vella,1,el Raval,216,1,18,1
2022-01-01,1,Ciutat Vella,1,el Raval,58,1,18,2
2022-01-01,1,Ciutat Vella,1,el Raval,74,1,19,1
2022-01-01,1,Ciutat Vella,1,el Raval,19,1,19,2
2022-01-01,1,Ciutat Vella,1,el Raval,13,1,20,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,20,2
2022-01-01,1,Ciutat Vella,1,el Raval,54,2,0,1
2022-01-01,1,Ciutat Vella,1,el Raval,50,2,0,2
2022-01-01,1,Ciutat Vella,1,el Raval,32,2,1,1
2022-01-01,1,Ciutat Vella,1,el Raval,36,2,1,2
2022-01-01,1,Ciutat Vella,1,el Raval,20,2,2,1
2022-01-01,1,Ciutat Vella,1,el Raval,20,2,2,2
2022-01-01,1,Ciutat Vella,1,el Raval,27,2,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,18,2,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,206,2,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,134,2,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,634,2,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,505,2,5,2
2022-01-01,1,Ciutat Vella,1,el Raval,519,2,6,1
2022-01-01,1,Ciutat Vella,1,el Raval,587,2,6,2
2022-01-01,1,Ciutat Vella,1,el Raval,330,2,7,1
2022-01-01,1,Ciutat Vella,1,el Raval,438,2,7,2
2022-01-01,1,Ciutat Vella,1,el Raval,217,2,8,1
2022-01-01,1,Ciutat Vella,1,el Raval,293,2,8,2
2022-01-01,1,Ciutat Vella,1,el Raval,118,2,9,1
2022-01-01,1,Ciutat Vella,1,el Raval,185,2,9,2
