Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_G,EDAT_Q,SEXE
2015-01-01,1,Ciutat Vella,1,el Raval,462,1,0,1
2015-01-01,1,Ciutat Vella,1,el Raval,437,1,0,2
2015-01-01,1,Ciutat Vella,1,el Raval,624,1,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,675,1,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,504,1,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,550,1,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,491,1,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,510,1,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,505,1,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,519,1,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,652,1,5,1
2015-01-01,1,Ciutat Vella,1,el Raval,659,1,5,2
2015-01-01,1,Ciutat Vella,1,el Raval,812,1,6,1
2015-01-01,1,Ciutat Vella,1,el Raval,865,1,6,2
2015-01-01,1,Ciutat Vella,1,el Raval,932,1,7,1
2015-01-01,1,Ciutat Vella,1,el Raval,1072,1,7,2
2015-01-01,1,Ciutat Vella,1,el Raval,980,1,8,1
2015-01-01,1,Ciutat Vella,1,el Raval,1056,1,8,2
2015-01-01,1,Ciutat Vella,1,el Raval,940,1,9,1
2015-01-01,1,Ciutat Vella,1,el Raval,1084,1,9,2
2015-01-01,1,Ciutat Vella,1,el Raval,847,1,10,1
2015-01-01,1,Ciutat Vella,1,el Raval,935,1,10,2
2015-01-01,1,Ciutat Vella,1,el Raval,788,1,11,1
2015-01-01,1,Ciutat Vella,1,el Raval,801,1,11,2
2015-01-01,1,Ciutat Vella,1,el Raval,685,1,12,1
2015-01-01,1,Ciutat Vella,1,el Raval,662,1,12,2
2015-01-01,1,Ciutat Vella,1,el Raval,661,1,13,1
2015-01-01,1,Ciutat Vella,1,el Raval,615,1,13,2
2015-01-01,1,Ciutat Vella,1,el Raval,574,1,14,1
2015-01-01,1,Ciutat Vella,1,el Raval,515,1,14,2
2015-01-01,1,Ciutat Vella,1,el Raval,592,1,15,1
2015-01-01,1,Ciutat Vella,1,el Raval,453,1,15,2
2015-01-01,1,Ciutat Vella,1,el Raval,633,1,16,1
2015-01-01,1,Ciutat Vella,1,el Raval,338,1,16,2
2015-01-01,1,Ciutat Vella,1,el Raval,510,1,17,1
2015-01-01,1,Ciutat Vella,1,el Raval,193,1,17,2
2015-01-01,1,Ciutat Vella,1,el Raval,235,1,18,1
2015-01-01,1,Ciutat Vella,1,el Raval,65,1,18,2
2015-01-01,1,Ciutat Vella,1,el Raval,47,1,19,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1,19,2
2015-01-01,1,Ciutat Vella,1,el Raval,11,1,20,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,1,20,2
2015-01-01,1,Ciutat Vella,1,el Raval,54,2,0,1
2015-01-01,1,Ciutat Vella,1,el Raval,56,2,0,2
2015-01-01,1,Ciutat Vella,1,el Raval,26,2,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,26,2,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,23,2,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,14,2,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,17,2,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,17,2,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,243,2,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,179,2,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,542,2,5,1
2015-01-01,1,Ciutat Vella,1,el Raval,473,2,5,2
2015-01-01,1,Ciutat Vella,1,el Raval,520,2,6,1
2015-01-01,1,Ciutat Vella,1,el Raval,479,2,6,2
2015-01-01,1,Ciutat Vella,1,el Raval,301,2,7,1
2015-01-01,1,Ciutat Vella,1,el Raval,404,2,7,2
2015-01-01,1,Ciutat Vella,1,el Raval,133,2,8,1
2015-01-01,1,Ciutat Vella,1,el Raval,232,2,8,2
2015-01-01,1,Ciutat Vella,1,el Raval,93,2,9,1
2015-01-01,1,Ciutat Vella,1,el Raval,128,2,9,2
2015-01-01,1,Ciutat Vella,1,el Raval,58,2,10,1
2015-01-01,1,Ciutat Vella,1,el Raval,93,2,10,2
2015-01-01,1,Ciutat Vella,1,el Raval,36,2,11,1
2015-01-01,1,Ciutat Vella,1,el Raval,64,2,11,2
2015-01-01,1,Ciutat Vella,1,el Raval,28,2,12,1
2015-01-01,1,Ciutat Vella,1,el Raval,36,2,12,2
2015-01-01,1,Ciutat Vella,1,el Raval,19,2,13,1
2015-01-01,1,Ciutat Vella,1,el Raval,22,2,13,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,2,14,1
2015-01-01,1,Ciutat Vella,1,el Raval,12,2,14,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,2,15,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,2,15,2
