Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,SEXE,EDAT_Q
2003-01-01,1,Ciutat Vella,1,el Raval,23,1,0
2003-01-01,1,Ciutat Vella,1,el Raval,8,1,1
2003-01-01,1,Ciutat Vella,1,el Raval,..,1,2
2003-01-01,1,Ciutat Vella,1,el Raval,13,1,3
2003-01-01,1,Ciutat Vella,1,el Raval,84,1,4
2003-01-01,1,Ciutat Vella,1,el Raval,200,1,5
2003-01-01,1,Ciutat Vella,1,el Raval,215,1,6
2003-01-01,1,Ciutat Vella,1,el Raval,196,1,7
2003-01-01,1,Ciutat Vella,1,el Raval,121,1,8
2003-01-01,1,Ciutat Vella,1,el Raval,112,1,9
2003-01-01,1,Ciutat Vella,1,el Raval,138,1,10
2003-01-01,1,Ciutat Vella,1,el Raval,125,1,11
2003-01-01,1,Ciutat Vella,1,el Raval,122,1,12
2003-01-01,1,Ciutat Vella,1,el Raval,259,1,13
2003-01-01,1,Ciutat Vella,1,el Raval,388,1,14
2003-01-01,1,Ciutat Vella,1,el Raval,501,1,15
2003-01-01,1,Ciutat Vella,1,el Raval,451,1,16
2003-01-01,1,Ciutat Vella,1,el Raval,231,1,17
2003-01-01,1,Ciutat Vella,1,el Raval,105,1,18
2003-01-01,1,Ciutat Vella,1,el Raval,26,1,19
2003-01-01,1,Ciutat Vella,1,el Raval,5,1,20
2003-01-01,1,Ciutat Vella,1,el Raval,19,2,0
2003-01-01,1,Ciutat Vella,1,el Raval,9,2,1
2003-01-01,1,Ciutat Vella,1,el Raval,5,2,2
2003-01-01,1,Ciutat Vella,1,el Raval,13,2,3
2003-01-01,1,Ciutat Vella,1,el Raval,78,2,4
2003-01-01,1,Ciutat Vella,1,el Raval,251,2,5
2003-01-01,1,Ciutat Vella,1,el Raval,316,2,6
2003-01-01,1,Ciutat Vella,1,el Raval,301,2,7
2003-01-01,1,Ciutat Vella,1,el Raval,220,2,8
2003-01-01,1,Ciutat Vella,1,el Raval,195,2,9
2003-01-01,1,Ciutat Vella,1,el Raval,187,2,10
2003-01-01,1,Ciutat Vella,1,el Raval,227,2,11
2003-01-01,1,Ciutat Vella,1,el Raval,193,2,12
2003-01-01,1,Ciutat Vella,1,el Raval,218,2,13
2003-01-01,1,Ciutat Vella,1,el Raval,194,2,14
2003-01-01,1,Ciutat Vella,1,el Raval,149,2,15
2003-01-01,1,Ciutat Vella,1,el Raval,95,2,16
2003-01-01,1,Ciutat Vella,1,el Raval,41,2,17
2003-01-01,1,Ciutat Vella,1,el Raval,15,2,18
2003-01-01,1,Ciutat Vella,1,el Raval,..,2,19
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1,0
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,3
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,1,4
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,95,1,5
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,127,1,6
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,100,1,7
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,1,8
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,57,1,9
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,53,1,10
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,1,11
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,1,12
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,1,13
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,147,1,14
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,195,1,15
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,168,1,16
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,114,1,17
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,47,1,18
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1,19
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,2,0
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,2
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,2,3
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,2,4
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,109,2,5
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,161,2,6
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,153,2,7
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,116,2,8
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,87,2,9
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,98,2,10
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,89,2,11
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,58,2,12
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,61,2,13
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,2,14
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,2,15
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,2,16
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,17
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,18
2003-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19
2003-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,0
2003-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1
2003-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,3
2003-01-01,1,Ciutat Vella,3,la Barceloneta,33,1,4
2003-01-01,1,Ciutat Vella,3,la Barceloneta,90,1,5
2003-01-01,1,Ciutat Vella,3,la Barceloneta,83,1,6
2003-01-01,1,Ciutat Vella,3,la Barceloneta,59,1,7
2003-01-01,1,Ciutat Vella,3,la Barceloneta,47,1,8
2003-01-01,1,Ciutat Vella,3,la Barceloneta,34,1,9
2003-01-01,1,Ciutat Vella,3,la Barceloneta,50,1,10
2003-01-01,1,Ciutat Vella,3,la Barceloneta,49,1,11
2003-01-01,1,Ciutat Vella,3,la Barceloneta,77,1,12
2003-01-01,1,Ciutat Vella,3,la Barceloneta,116,1,13
2003-01-01,1,Ciutat Vella,3,la Barceloneta,199,1,14
2003-01-01,1,Ciutat Vella,3,la Barceloneta,266,1,15
2003-01-01,1,Ciutat Vella,3,la Barceloneta,228,1,16
2003-01-01,1,Ciutat Vella,3,la Barceloneta,114,1,17
2003-01-01,1,Ciutat Vella,3,la Barceloneta,48,1,18
2003-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,19
2003-01-01,1,Ciutat Vella,3,la Barceloneta,9,2,0
2003-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,3
2003-01-01,1,Ciutat Vella,3,la Barceloneta,26,2,4
2003-01-01,1,Ciutat Vella,3,la Barceloneta,91,2,5
2003-01-01,1,Ciutat Vella,3,la Barceloneta,114,2,6
2003-01-01,1,Ciutat Vella,3,la Barceloneta,96,2,7
2003-01-01,1,Ciutat Vella,3,la Barceloneta,88,2,8
2003-01-01,1,Ciutat Vella,3,la Barceloneta,74,2,9
2003-01-01,1,Ciutat Vella,3,la Barceloneta,51,2,10
2003-01-01,1,Ciutat Vella,3,la Barceloneta,66,2,11
2003-01-01,1,Ciutat Vella,3,la Barceloneta,54,2,12
2003-01-01,1,Ciutat Vella,3,la Barceloneta,60,2,13
2003-01-01,1,Ciutat Vella,3,la Barceloneta,61,2,14
2003-01-01,1,Ciutat Vella,3,la Barceloneta,49,2,15
2003-01-01,1,Ciutat Vella,3,la Barceloneta,32,2,16
2003-01-01,1,Ciutat Vella,3,la Barceloneta,16,2,17
2003-01-01,1,Ciutat Vella,3,la Barceloneta,10,2,18
2003-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",9,1,0
2003-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,1,1
2003-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,1,2
2003-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,1,3
2003-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",30,1,4
2003-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",165,1,5
2003-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",184,1,6
2003-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",139,1,7
